,action,"FULL-TIME! Simeone goes ballistic at the final whistle, as Real Madrid draw 1-1 with Atletico Madric in LaLiga! A late goal from Griezmann has allowed for Barcelona to try and close the gap on Los Blancos at La Rosaleda tonight, after the hosts appeared to have everything sewn up. Pepe opened the scoring, before Zidane's men went on to dominate, but Atletico's star Frenchman popped up with a late say in proceedings. That's all that we have time for, we hope to see you again next time."
90'+3',action,"Both sides have been wasting their opportunities to get the ball into the final third, with Correa playing an awful through ball straight to Sergio Ramos, before Modric wastes a free-kick for Real Madrid. Zidane's men haven't looked good in the last half an hour at all."
90'+1',action,There are four minutes of stoppage time for either of these two sides to find themselves a winner.
90',action,"Suddenly, the momentum is with Atletico. Since their equaliser, the majority of the play has been inside the hosts' half. Partey picks up possession, after a terrible pass out from Sergio Ramos again, but the Ghanaian substitute's through ball is collected by Navas while looking for Griezmann."
89',yellow-card,Yellow Card Jorge Resurrección Merodio. Koke gets a booking for timewasting over a free-kick.
88',yellow-card,Yellow Card Daniel Carvajal Ramos. Carvajal gets a yellow card for a cynical challenge about 25 yards out from his own box.
88',substitution,"Substitution sub-out Yannick Ferreira Carrasco sub-in José María Giménez de Vargas . Zidane's men now need to rally again and look for a winner, as their decision to sit back hasn't seen them through until the death. Gimenez is introduced for Carrasco, as Simeone makes a negative switch."
85',assist,Assist Ángel Martín Correa. Correa picks his moment brilliantly to part the Real Madrid defence and lay a pass into the path of Griezmann.
85',goal,"Goal Antoine Griezmann. GOOOOOOOAL! GRIEZMANN MAKES IT 1-1 OUT OF NOWHERE! The Frenchman is slipped through brilliantly by Correa, before scampering into the penalty area and sliding in to poke a finish under the onrushing body of Navas. An upset is on the cards!"
83',action,"Less than 10 minutes remain for Real Madrid to see out, with Atletico pushing on in search of an equaliser that would upset the hosts' apple cart. Zidane's front three haven't seen much of the ball in the last quarter of an hour, with the visitors getting onto the front foot ever so slightly. Partey is trying to help tip the balance in midfield."
81',substitution,"Substitution sub-out Gareth Frank Bale sub-in Lucas Vázquez Iglesias . Zidane makes his second change, with Bale replaced by Lucas Vazquez. The Wales international has been very quiet indeed."
80',action,"Atletico are trying to keep possession and work their way upfield patiently, with Simeone's side looking to Partey to help them drive forward with purpose. Juanfran and Filipe Luis are pushing on too, with Real Madrid forced onto the back foot. Los Blancos' supporters are getting just a little bit anxious now."
78',substitution,"Substitution sub-out Fernando José Torres Sanz sub-in Thomas Teye Partey . Torres takes his leave for the away side, with Partey introduced. Correa will push up a little higher as a result."
76',substitution,"Substitution sub-out Toni Kroos sub-in Francisco Román Alarcón Suárez . Juanfran is found out on the right flank yet again, but this time the full-back's cross is nodded clear by Sergio Ramos. Real Madrid take advantage of the break in play to replace Kroos. Isco comes on in his place, after a rough second half."
75',action,"OFFSIDE! Griezmann tried an over-head kick from inside the penalty area, after a good run down the right from Juanfran. He caught it beautifully, forcing Navas into a good save, but the flag was raised anyway."
74',action,"Carvajal finds Bale on the edge of the box, with the Welshman checking infield onto his preferred left foot. He tries to shoot, but drags an awful effort a long way wide of the post while offbalance. Real Madrid maintain their pressure, but a back-post shot from Marcelo is hammered wildly over the crossbar."
72',action,"Modric lifts the ball through to Benzema, who opens play out to Marcelo on the left. The Brazil international loops a cross towards the back post, but Ronaldo can't find a teammate with a hopeful square header. The quality in the final third for both sides has been very poor indeed."
70',action,"Bale is the target of a cross from the left-hand side, but the ex-Tottenham wide man can't turn it goalwards. Ronaldo keeps it in on the far side and delivers a second delivery into the area, but Benzema can't beat Savic aerially to turn the ball home! Real Madrid continue to have more possession, with Atletico beginning to run out of time to get back into this one."
68',action,"Benzema tries to help a through ball on from the edge of the penalty box, but the Frenchman can only find Oblak with it. Atletico break down the other end and find Carrasco on the left-hand side, but after cutting infield with some stepovers, the Belgium international curls a terrible effort a long way shy of the far upright."
67',substitution,"Substitution sub-out Kléper Laveran Lima Ferreira sub-in José Ignacio Fernández Iglesias . Nacho comes into the game for Pepe, who gets an ovation for his opening goal. Big test for the former to come into the contest and settle down quickly."
66',action,"Atletico are upping the tempo and showing a bit more intent with their forward play, with plenty of red and white shirts surging forward to press high. Zidane might have to make a couple of changes to take the sting out of this game. Pepe is trying to continue for the home side, but it doesn't appear that the Portuguese centre-back is able to."
64',action,"Bale is robbed of possession on the edge of his own penalty area, but the Welshman isn't penalised for a lack of sharpness. Griezmann tries to whip in a cross from the left, but it is headed half-clear by Pepe, before the Portugese defender is taken out by Kroos. He looks winded, as he appeared to take a knee to the ribs."
62',substitution,"Substitution sub-out Saúl Ñíguez Esclapez sub-in Ángel Martín Correa . Real Madrid are less than half an hour away from a huge result in LaLiga, but Atletico are slowly waking from their second-half slumber here now. Correa is introduced for the visitors, with Saul replaced, which will see Koke push infield and Correa swap with Carrasco on the flank."
60',yellow-card,Yellow Card Diego Roberto Godín Leal. Godin gets a yellow card for coming through the back of his man. No complaints from the Uruguayan defender.
60',action,"Good effort from Saul! The Atletico midfielder lets fly from around 25 yards out, but it flies straight down Navas' throat. That was very well struck indeed, he just didn't get the direction on it. Finally, a sign of life from the away side. Carrasco feeds Torres into the clear moments later, but Navas races off his line to make a brilliant save one-on-one!"
58',action,"Savic makes a good clearance to deny a cross in from the right by Carvajal, as Los Blancos continue to pile forward with confidence. Filipe Luis looks to release Koke down the left-hand side, but Modric covers across to make a tidy interception. Atletico just can't seem to play their way out of Real Madrid's press, with Griezmann starved of good service as a result."
