,action,"Thanks for joining our commentary this evening. Until next time, goodbye."
,action,"Mauricio Pochettino's men were poor today and were on the back foot from the off. They could drop 12 points behind Chelsea, pending the outcome of their contest against Burnley tomorrow. Should Antonio Conte's men win then the title race could be all-but over."
,action,Liverpool secure their first win in the Premier League in 2017. The Reds propel themselves back into contention for a top-four place with a fine performance led by Sadio Mane as he notched a first-half brace to brush aside Tottenham this evening.
,action,FULL-TIME: LIVERPOOL 2-0 TOTTENHAM
90'+4',action,THAT'S IT! Referee Taylor ends the contest.
90'+3',action,"Alderweireld drives forward and bursts past Henderon to catch his strike on the volley, but his effort drifts harmlessly wide of the post."
90'+2',substitution,Substitution sub-out Sadio Mané sub-in Trent Arnold . Mane is given a standing ovation as Alexander-Arnold replaces him for the final two minutes.
90'+2',action,Another sore one for Lallana as he goes down in a heap under pressure from Walker.
90',action,There will be four minutes of added time.
89',action,It's fair to say that this has not been Tottenham at their best this evening. They've had problems all over the pitch.
88',action,"CHAOS! Confusion between Lloris and Alderweireld as the keeper marches off his line to clear a long ball away. The Belgian opts to take it away from his keeper and the ball lands straight to Wijnaldum. He scuffs his strike for goal and Davies tries to guide it back to Lloris, but even then the ball trickles towards goal before the Frenchman can gather."
85',action,"Henderson presses Davies down the flank to stop the Welshman raiding forward, much to the delight of Klopp on the touchline."
84',action,Tottenham look out of ideas going forward as they've been reduced to sending long balls into the Liverpool half for the majority of the second half.
83',yellow-card,Yellow Card Toby Alderweireld. Alderweireld trips Firmino on a surge and goes into the book.
82',substitution,Substitution sub-out Heung-Min Son sub-in Vincent Janssen . Janssen replaces Son for the visitors.
82',substitution,Substitution sub-out Lucas Pezzini-Leiva sub-in Ragnar Klavan . Lucas makes way due to injury for Klavan.
80',action,"Lucas is in a bit of bother as he appears to have a hamstring complaint. He receives treatment on the pitch, but it does not look good for him to continue."
78',yellow-card,Yellow Card Eric Dier. Dier becomes the seventh player to be booked this evening as he brings down Firmino.
77',substitution,Substitution sub-out Philippe Coutinho Correia sub-in Emre Can . Coutinho is replaced by Can.
77',substitution,Substitution sub-out Moussa Sidi Yaya Dembélé sub-in Moussa Sissoko . Dembele makes way for the visitors to be replaced by Sissoko.
76',action,"Lallana goes down in a heap after colliding with Wanyama, while Firmino is caught 30 yards from goal by Alderweireld. Liverpool have a free-kick 35 yards from goal in a central position."
74',action,"CHANCE! Lallana wins the ball under pressure from Wanyama and tees up Coutinho on the edge of the box. The Brazilian takes one touch to get the ball out of his feet before striking at goal, only to put his effort wide of the target."
71',yellow-card,"Yellow Card Harry Winks. Winks brings down Milner on the left flank. He becomes the latest player to head into the book, presenting Liverpool with a decent chance from a free-kick."
71',action,"CHANCE! Milner delivers the free-kick into the box from the left and Matip rises highest in the box, but he cannot make solid contact with his header, allowing Lloris to gather."
69',action,Mignolet has been assured this evening and he continues his solid outing by collecting a loose ball in the six-yard box with Alli lurking.
68',substitution,Substitution sub-out Christian Dannemann Eriksen sub-in Harry Winks . Winks makes his way on to the pitch to replace Eriksen.
68',yellow-card,Yellow Card James Milner. Milner charges into Kane and is carded by Taylor.
67',yellow-card,Yellow Card Harry Kane. Kane is booked for catching Clyne.
66',action,"Alli loses possession on the flank and Kane tries to win the ball back, but catches Clyne late with a trailing foot."
64',action,"Tottenham win a corner down the right through Walker, but they waste the delivery as Davies curls the ball straight to Mignolet."
63',action,Spurs continue to look out of sorts going forward as they fail to penetrate the Liverpool backline before Alderweireld sends a long ball straight down Mignolet's throat.
61',action,Better pressing from the Reds as Clyne intercepts Dembele's pass down the flank and brings his side forward.
58',action,"Liverpool have lacked the intensity of the first half, but Spurs have not been able to punish them. Klopp will want to see more urgency from his team to close out the game."
56',action,"OFFSIDE! Eriksen whips in the resulting free-kick and Kane has space and time to pick his spot, but is flagged offside. The striker hits the post anyway with his effort."
56',yellow-card,Yellow Card Joël Job Matip. Matip brings down Eriksen and is booked by Taylor.
54',action,"Tottenham put pressure on the home side down the left, but a poor cross from Davies allows the Reds to clear the danger."
53',yellow-card,Yellow Card Jordan Henderson. Henderson is booked for clipping Alli on his run.
52',action,"Alli goes on a surge down the left and Henderson sticks out his boot to put him off his stride. The midfielder continues but then loses possession, but referee Taylor brings play back for the initial foul."
50',action,Liverpool have continued the theme of the first half by putting the visitors under immense pressure at the back.
