,action,"That's all from me today,  I hope you've enjoyed today's action!"
,action,"A spirited Oxford side fought back from two goals down to go level with Premier League outfit Middlesbrough,  but a late Christian Stuani goal left the visitors FA Cup dream in tatters. First-half goals from Leadbitter and Gestede gave Boro a healthy lead, but Oxford came back strong to level the score. A Chris Maguire free-kick was followed rapidly by a Toni Martinez goal and all of a sudden the picture had changed. It was not to be a fairytale ending for Michael Appleton's men though, as Christian Stuani's 87th minute goal assured Middlesbrough a place in the quarter-finals."
,action,FULL TIME: Middlesbrough 3-2 Oxford United
90'+4',yellow-card,"Yellow Card Marvin Johnson. It is all falling apart a bit now, as Johnson picks up a daft yellow card after throwing the ball at Chambers."
90'+2',yellow-card,Yellow Card Álvaro Negredo Sánchez. A nasty hack at Dunkley from Negredo puts the substitute in the referee's book.
90',action,Oxford are down but they are not out. McAleny carries forward and lays the ball off to Maguire. He shapes up to shoot but loses his head and blasts the ball high and wide.
88',assist,Assist Álvaro Negredo Sánchez. The big Spaniard makes an immediate impact as he cleverly flicks on Downing's cross.
87',goal,Goal Cristhian Ricardo Stuani Curbelo. GOAL! AND THAT COULD BE A KILLER BLOW FOR OXFORD - Negredo is amongst the action immediately and manages to get a touch on Downing's cross. The ball makes its way through to Stuani who makes no mistake to grab what will surely be the winner for Boro.
86',substitution,"Substitution sub-out Rudy Gestede sub-in Álvaro Negredo Sánchez . Karanka turns to the big guns, as Alvaro Negredo comes on to replace Gestede."
85',action,"CHANCE! Sercombe makes an immediate impact, winning a flick-on to release McAleny. The Everton loanee miscues his strike though and Boro survive another scare."
85',substitution,Substitution sub-out Antonio Martínez López sub-in Liam Sercombe . sub-in Liam Sercombe comes on to replace goalscorer Martinez who limps off with a knock.
82',action,Guzan collects the corner with ease and releases Ramirez with a long kick. The Uruguayan is matched stride for stride by the covering Johnson though and the Oxford man regains possession before winning a free-kick.
81',action,"Neither side looks to fancy a replay here, and Oxford look the more likely at the moment. McAleny drags Espinosa wide and wins a corner."
78',action,Oxford fly forwards on the counter-attack as Johnson delivers a fizzing cross. Chambers gets in ahead of McAleny but slices the ball nervously over his own bar and out for a corner.
77',action,"Clayton whips in a corner and Ayala attempts to flick the ball on, but only succeeds in finding Eastwood between the sticks."
76',yellow-card,Yellow Card Ryan Ledson. Ryan  becomes the first Oxford player to be yellow carded for a petulant pull back.
73',substitution,"Substitution sub-out Viktor Fischer sub-in Gastón Exequiel Ramírez Pereyra . Traore is swiftly followed down the tunnel by sub-out Viktor Fischer who makes way for Gaston Ramirez, making his first appearance for Boro since handing in a transfer request in January."
