,action,"FULL-TIME! Milan miss the chance to gain ground on third-placed Napoli in Serie A, as early goals from Insigne and Callejon are enough to resign the Rossoneri to a 2-1 defeat. Kucka snatched a goal to make things interesting, with Donnarumma testing Reina at the death with a close-range header, but the come-back proved too much. That's all that we have time for, we hope to see you again next time."
90'+4',action,"Milan are the team on the offensive in the dying stages, with Napoli happy to put a lot of players behind the ball. Suso slips a pass into Lapadula, who sees an attempted cross blocked, before Strinic scrambles the rebound away."
90'+2',action,"Lapadula is released in behind the hosts' defensive line, but the Italian striker was caught narrowly offside in the build-up. Fortunately for Napoli, the flag was up, as Tonelli came across and arguably fouled the Milan substitute."
90'+1',action,We're into five minutes of stoppage time.
90',action,"Paletta is picked out by a long ball floated in from the left-hand side, but the Italian defender can only power a header some way over the crossbar. Reina was very confident that his attempt wasn't threatening to creep into the top corner."
88',action,"Napoli are happy to take their time over any dead balls, as it is clear that the visitors are in a rather precarious situation. Zielinski scampers forward, before trying to slip a pass into Mertens, but places it too far ahead of the target. His team-mate goes berserk, as Milan now have possession back."
86',substitution,"; Allan is the next man to be taken off for Napoli, with Marko Rog given the chance to work hard for the last five minutes or so."
86',substitution,"; Niang comes into the game, with Pasalic replaced, as Montella throws caution to the wind. Milan need a goal, and fast."
84',action,"Milan work the ball down the left-hand side nicely, with Bertolacci bursting into the penalty area, but Tonelli uses his strength well to stand up to the ex-Genoa midfielder and defuse the situation. Narrowly over five minutes are left on the clock, and clear-cut chances have dried up."
82',yellow-card,"Yellow Card José María Callejón Bueno ; Callejon gets a yellow card for dissent, after chasing the referee and shouting in his face. The Spaniard was clearly fouled by Calabria, but the official didn't spot it. Tempers are rising!"
81',action,"Milan earn themselves a free-kick on the right-hand side, with Paletta nodding the ball into the danger area as a result, but the away side clear their lines easily - with a handful of Rossoneri players in offside positions anyway. Lapadula is also penalised for jumping with his arm raised again Allan."
79',action,"Napoli are plugging up the gaps in their midfield well, with Diawara covering as many blades of grass as he can. Mertens and Insigne are being left up top, with the rest of Sarri's side working back and playing quite conservatively."
77',action,"Napoli earn themselves a free-kick on the left-hand side, as Gomez is penalised once again. The away side take it short, as they aren't prepared to play risky percentage football given the current scoreline and situation. Narrowly over 10 minutes remain for Milan to turn this one around."
76',action,"Paletta almost makes a mistake, which Mertens tries to pounce on, but the Milan defender does just enough to scramble the ball clear. Milan have switch to more of a flat midfield five, with Lapadula working alone up top."
74',substitution,"; Hamsik jogs off for Sarri's side, with Zielinski given the chance to freshen up the midfield, after an exhausting 70 minutes of playing on the counter."
74',substitution,"; Sosa is also replaced for Milan, with the cautioned midfielder replaced by Bertolacci for the last 15 minutes or so at San Siro."
73',substitution,"; Bacca takes his leave, after a fairly frustrating night for the Colombian striker, with Lapadula given the chance to make himself a hero once again."
73',action,"Milan earn a corner on the left-hand side, but Kucka is beaten to the ball aerially and the hosts get another chance to deliver from a second set-piece. It is taken short, with Sosa whipped a cross into the area, but Albiol heads away. Napoli respond with a break, with Mertens found in the box by Hamsik, but Bonaventura tracks back to make a vital tackle."
71',action,"Bonaventura finds Calabria on the overlap, but a cross from the left-back is cleared easily by Tonelli. Moments later, Strinic is the target, as Milan try and lift a lofted pass down their right, but the Croatia international is equal to it. The Rossoneri maintain their pressure, but a cross from Abate is blocked."
69',action,"Napoli race forward, with Hamsik trying to stab a pass into the clear for Mertens to chase! The Belgium international gets into the box with some close control, before opening his body up to find the bottom corner, but Donnarumma reads it well and dives low to his left to deny the visitors."
67',action,"Narrowly over 20 minutes remain for Milan to try and claw themselves back level, but this game is incredibly open. A long ball over the topfinds Callejon, who tries to curl a cute cross to the back post for Insigne, but Donnarumma races off his line to beat the pass away from the danger zone with a big right fist."
65',action,"Sosa tries to slip a pass into Bacca, but the Colombian takes a poor touch which enables Diawara to get goal-side. The Milan striker is then penalised for fouling the substitute. This is really end-to-end stuff, Napoli are pouncing on any opportunity to hurtle upfield at pace."
63',action,"Milan win a corner on the right-hand side, but Reina is able to come off his line easily and gobble the ball up. The Spaniard takes his time over his kick, drawing the ire of the home fans, as Napoli need to try and somehow slow the Rossoneri momentum. Allan scampers down the right flank for the visitors, before finding Mertens in the box, but a cross from the Belgian is cleared by Abate."
61',substitution,"; Diawara is the first man to be injected into the fray by Sarri, with Jorginho replaced having previously made a high-profile mistake. That should freshen up the visiting midfield considerably."
61',action,"Suso chops inside from the right-hand side, but the Spaniard can only shoot a long way wide of the target. It sails over the crossbar, with Reina having his angles covered easily there. Milan are right in this game, and one mistake from the visitors could lead to an equaliser."
59',action,"So close for Insigne! The Italy international takes aim from long range, after spotting Donnarumma a long way off his line, but the diminutive forward can only dip a speculative effort onto the roof of the net. Nearly a wonderful goal."
56',yellow-card,"Yellow Card Carlos Arturo Bacca Ahumada ; Bacca drives into the penalty area, before taking a tumble, with Albiol bearing down on him - just as Tonelli had in the first half. This time, however, the referee views it as a dive from the Colombian, and books him."
53',action,"Milan break down the right-hand side, with Abate supporting the attack, but Reina is perfectly happy to watch a cross from the flank sail straight out of play without a problem. This second half could swing either way, and the home fans can sense it. They're making plenty of noise."
51',yellow-card,Yellow Card Gustavo Raúl Gómez Portillo ; Gomez picks up a booking for flying into a tackle late on the right-hand side of the Milan defence.
50',action,"This game is incredibly open, with neither team able to definitively grab the contest by the scruff of the neck and dominate. Both teams are ideally counter-attacking entities, meaning that they are both taking full advantage of any opportunities to burst forwards."
46',action,"We are back underway in the second half! Milan need at least two goals to stand a chance of closing the gap on third place in Serie A, but Napoli have been lethal on the counter-attack this evening. Plenty of entertainment is still in store."
,action,"HALF-TIME! The referee draws an end to a breathless first half at San Siro, with Milan pushing to try and get back on level terms. Insigne and Callejon put Napoli 2-0 up early on, before a goal from Kucka turned the momentum of the game around entirely. This game could go either way after a 15-minute interval!"
45'+1',yellow-card,"Yellow Card Lorenzo Tonelli ; Tonelli is given a yellow card, with the centre-back penalised for leaning on Bacca as the Colombia international tried to break into the Napoli penaty box. While the hosts protest for a red, the visitors claim that the Milan striker was making a meal of the challenge."
45'+1',action,There is one minute of first-half stoppage time.
45',action,"Insigne is found out on the left-hand side, and slots a pass infield, with Jorginho then opening play out to the right. He gets the ball back and shoots from range, but the Italy international's effort is blocked easily."
43',action,"Calabria and Bonaventura try and combine down the left-hand side, but the former fails to offer a final ball. Napoli are happy to retain possession and slow things down as the clock ticks down to half-time, with Sarri needing to let his players regroup as quickly as possible."
41',action,"We're into the last five minutes of the first half at San Siro, and this contest has been turned on its head. Milan are rushing forward, trying to press and cause problems whenever possible, with Napoli looking far less assured at the back. The away side try to counter, with Jorginho switching the ball out to the left, but a back-post cross then evades Callejon."
39',action,"Napoli are now the team who will want the half-time break to swing around rather quickly, as Milan are suddenly brimming with confidence. The home fans are getting firmly behind their team and urging them on - they can smell blood."
