,action,"And that will end a thriller at the KCOM Stadium, with Hull and Palace playing out a 3-3 draw. There's been late goals and great goals, but the home side will feel hard done by after controlling large spells of this match, only to be pegged back on the cusp of injury time. That's all from us, thanks for tuning in!"
90'+2',substitution,; Late change as Henriksen is brought on for Clucas.
90'+1',action,Do we even have time for any more drama? Crystal Palace are proving to be the Premier League's great entertainers this term. Twenty-seven goals scored and 29 conceded in 15 games this season.
89',assist,"Assist Wilfried Zaha ; Snodgrass will run him close, but Zaha is my pick for man of the match."
89',goal,"Goal Fraizer Campbell ; CAMBELL HAS TIED IT UP! That man Zaha has left his fingerprints all over a Palace goal again, as he whips in a fantastic cross onto the head of the substitute, who makes no mistake!"
88',action,"Puncheon opens up the space for a shot once again but after losing Clucas, he can't find the target with a wild effort that sails over the bar. The home fans are off their seats as the whistle draws nearer."
87',action,"Shades of Swansea here for Alan Pardew, where his side were in the lead heading into injury time, but ended up losing 5-4. You would be hard-pressed to deny Hull the three points here though - they've simply been the better team."
85',action,"Hull have started to settle down here in the closing stages, not taking as many risks by committing players forward. Palace have little over five minutes to recover something from this one."
82',action,"CLUCAS! The midfielder takes aim from the edge of the area but it swerves just wide! That would have surely wrapped it up. Hull are dominating, but you can't rule Palace out at all!"
80',substitution,; Kelly has been withdrawn for Frazier Campbell in an attacking change.
79',yellow-card,"Yellow Card Yohan Cabaye ; Cabaye gets booked for a high boot, but replays show no contact on Maguire."
78',assist,Assist Robert Snodgrass ; He has run the show tonight. What a game.
78',goal,"Goal Jake Livermore ; HULL ARE BACK IN FRONT! What an incredible game this is turning into! Livermore exchanges passes with Snodgrass to take Cabaye out of the equation, and he slots home from inside the area!"
77',action,"Hull charge forward again, with Snodgrass pulling the strings once more. He finds the run of Elmohamady overlapping on the right, and he squares for Diomande, but Martin Kelly blocks it!"
75',action,"Moments of magic at both ends of the pitch. Palace were in front for less than two minutes before Diomande struck, and the Hull fans raise the volume as their side chase a winner!"
72',assist,Assist Harry Maguire ; Maguire will be credited with the assist.
72',goal,"Goal Adama Valentin Diomande ; HULL ARE BACK IN BUSINESS! That didn't take long! Diomande, not to be outdone by Zaha, turns Dann inside out before finding a sure finish into the bottom corner. We're level at 2-2!"
71',substitution,; Cabaye has been introduced for McArthur.
70',goal,"Goal Wilfried Zaha ; FABULOUS FROM ZAHA! A corner was cleared to him at the corner of the box, and he appeared to have nowhere to go. However, he takes two defenders for a ride before hammering a tremendous finish into the roof of the net!"
69',action,"IMPORTANT SAVE FROM MARSHALL! Puncheon picks up the ball at the top of the box, and even he's surprised at the space that Dawson left him in. He tries to beat the keeper at his near post, but it's pushed away."
68',action,"Snodgrass plays a lovely ball forward for Robertson to chase, and the wing-back hooks a decent cross into the area that is still asking a little too much of Diomande and Elmohamady."
67',action,"Patient probing here from Hull City as they try to find an opening to score the go-ahead goal. Palace are doing absolutely nothing offensively, and are packed inside their own defensive third."
65',action,"Diomande again is in the thick of the action, attacking down the right-hand side and lashing a low shot down the throat of Hennessey. At the moment, Hull look like the more likely side to score again."
63',action,"Hull are starting to apply considerable pressure again, and Diomande gets the ball inside the area with a defender pinned to his back. He manages to create an inch of space on the turn, but fires wide."
61',action,"Livermore does superbly to battle away on the edge of the Palace penalty area, shrugging off a couple of challenges, only to see his attempted throughball to Diomande intercepted."
59',action,"Zaha goes down in the area again and is appealing for a penalty, but the referee is having none of it. He tried to go across Robertson inside the area and there was a bit of contact, but the ex-Man Utd man throe himself to the ground."
57',action,"Zaha is starting to become a real factor here. He's already changed the game by winning the penalty, and twists his way ito a good position on the left-hand side of the box, only to see his cross blocked."
54',action,"That goal came against the run of play, and we're back at all square. It's been a tale of two penalties, and that goal already looks like energising the visiting side to strike another blow."
