,action,That's all from us at the Stadio Renzo Barbera. Thanks for joining us throughout this Serie A clash between Palermo and Inter Milan.
,action,"Inter Milan make it six wins in a row in the league and overtake their city rivals in the table. It took the visitors a while to break down the hosts, but the goal eventually came from Joao Mario in the second half."
90'+5',yellow-red,Yellow/Red Alessandro Gazzi ; A disappointing end for Palermo as Gazzi collects his second yellow and a red card.
90'+3',action,It looks as if 10-man Inter are going to be collecting all three points. Ever since the red card Palermo haven't looked like scoring and the visitors are cruising to victory after the early drama.
90'+1',yellow-card,Yellow Card Robin Quaison ; Quaison collects a late yellow card for a foul on Kondogbia.
89',action,"A cross is headed behind by Santon which presents Palermo with a chance to get players forward, but Quaison's delivery goes all the way through the penalty area and Inter are allowed to counter-attack."
87',action,Palermo are struggling to string a number of passes together. A long ball forward to Nestorovski is headed down to nobody as the home side fail to trouble Handanovic.
85',action,"Right, it looks as if we may get some football again in the last five minutes, rather than the referee blowing his whistle every 20 seconds."
83',yellow-card,Yellow Card Alessandro Diamanti ; Diamanti gets a yellow card for the quick free-kick.
83',action,"DRAMA! More drama at the Barbera as a quick free-kick from Diamanti is played to Quaison and he manages to fire past Handanovic, but the referee wasn't happy with the set-piece and disallows the goal."
82',substitution,; Defensive sub for Inter as Santon comes on for Candreva.
81',substitution,; Chochev comes on for Jajalo as Palermo chuck men forward.
81',action,"This match looked a certain victory for Inter, but the red card may cause problems for the visitors in the last 10 minutes. Ansaldi has had a strong game up to this point, but the away side must finish it without him."
79',yellow-red,"Yellow/Red Cristian Daniel Ansaldi ; RED CARD! Ansaldi collects a second yellow card and then a red for a 50/50 challenge but the referee views it differently. Pioli protests the decision, but he is also sent to the stands. Drama at the Renzo Barbera."
79',action,"A corner from Palermo is pushed away from Handanovic which launches a counter-attack for the away side, but Balogh brings a close to the attack by following Joao Mario in the midfield."
78',yellow-card,Yellow Card Norbert Balogh ; Balogh collects a yellow card for a foul on Joao Mario.
78',substitution,; Attacking sub for Palermo as Rispoli comes off for Diamanti.
77',substitution,; Defensive sub for Inter as Kondogbia comes on for Perisic.
77',action,Inter are starting to move into a defensive shape as this match advances with players starting to sit deeper and it appears as if they're moving into a 4-4-2 formation.
74',action,"Rispoli does his best to try and carry the ball up the right flank and dance through the Inter defence, but Ansaldi does well to battle with his counterpart and win possession back from the full-back."
72',substitution,; Balogh enters the field for Bruno Henrique.
72',action,"The tempo in this match has seemed to settle since the goal with neither side really pressing for an opportunity, but it's clear Palermo aren't sitting as deep any more in this fixture."
70',action,This could be an interesting final 20 minutes as Palermo are now forced to come out from sitting deep. They must be very careful not to allow Inter to counter-attack and ultimately kill of this game as a contest.
67',action,"With Inter firmly in control, it's vital they don't sit back and allow Palermo to apply pressure now. They're clearly a far superior side than the Eagles and they must make that show for the remainder of this match."
65',assist,Assist Antonio Candreva ; Fantastic work on the right flank from Candreva as the Italian wingers patiently waited for the right time to cross and managed to find Joao Mario in the middle with a great delivery.
65',goal,Goal João Mário Naval da Costa Eduardo ; GOAL! Stefano Pioli will be happy with his sub! Joao Mario pulls away from his marker in the box and volleys the ball home from close range past Posavec.
64',action,This could be very long 25 minutes for Palermo. The hosts have barely been out of their half in the last 10 minutes and it won't be long before Inter start making more attacking subs.
