,action,"FULL-TIME! Real Madrid scrape a late point against Barcelona, with Sergio Ramos netting yet another late header to make it 1-1. Suarez appeared to have given the Blaugrana a vital win, but the league leaders maintain their lead at the top of the table. Enrique's men draw their third consecutive match in La Liga. That's all that we have time for, we hope to see you again next time."
90'+3',action,"LATE DRAMA! Navas manages to punch away a delivery in from the right-hand side, which is then nodded goalwards by Sergi Roberto! The ball threatens to loop into the back of the net, but is headed off the line by Casemiro, before a close-range Alba shot is scrambled away by Carvajal!"
90'+1',action,There are three minutes of stoppage time at Camp Nou.
90',goal,"Goal Sergio Ramos García ; GOOOOOOOOOOOOOAL! RAMOS MAKES IT 1-1! IT IS AN EQUALISER AT THE DEATH! Real Madrid whip in a free-kick from the left-hand side, but Ramos rises above everyone to fire home a bullet header. Wild celebrations ensue, and that is terrible defending from Barcelona."
90',assist,"Assist Luka Modrić ; Modric whips in a terrific free-kick delivery, with Ramos able to rise unmarked to nod home."
90',action,"Huge chance for Ronaldo! The Portugal international is picked out at the back post brilliantly, but a header from the Real Madrid man nods the ball onto Alba and the deflection carries it behind. The away side whip in the resulting corner, but it evades everyone!"
89',yellow-card,Yellow Card Javier Alejandro Mascherano ; Yellow card Javier Alejandro Mascherano
88',action,"Sergio Ramos is picked out by a cross from the right-hand side by Carvajal, but can only nod over the crossbar! That was a big opportunity. Real Madrid are running out of time."
87',substitution,"; Neymar is replaced for the final few minutes, with Denis deployed out on the right-hand side of midfield. Arda goes out to the left."
86',substitution,"; Kovacic takes his leave for the last five minutes, with Diaz given a chance to try and find a late goal."
85',action,"Marcelo tries to nod a header back square across the face of goal, but fluffs his lines, as Real Madrid continue to be frustrated offensively. Zidane's men are trying to take the game to Barcelona, but Ter Stegen has been a spectator in this second half. Carvajal bends in a cross from the right, but Pique heads clear easily."
83',yellow-card,"Yellow Card Sergio Busquets i Burgos ; Busquets is the next man in the referee's book, with the Spain international given a yellow for a cynical sliding challenge on Asensio."
82',action,"Wide from Messi! Iniesta fizzes a beautiful through ball into the path of the Argentine, which is controlled and taken into the box. The Barcelona star takes a couple of touches, before drilling a low shot a long way beyond the far upright. Huge opportunity!"
80',yellow-card,"Yellow Card Daniel Carvajal Ramos ; Carvajal picks up a yellow card for a tackle on Neymar. He catches the Brazilian winger late, but the Barca man did make a meal of it."
80',action,"Vazquez tries to deliver a cross from the right-hand side, but Ronaldo is denied the chance to score by some desperate defending. Barcelona are seeing more of the ball and are taking control of this second half, with Enrique's men looking in good shape to see this result out."
78',substitution,"; Andre Gomes takes his leave for the home side, and is in no rush to leave the pitch, with Arda given the late stages to impress."
77',substitution,"; Benzema is withdrawn, with Asensio introduced. Ronaldo will come a little more central, with the substitute deployed out on the left."
77',action,"Real Madrid go close for the away side, as a Modric corner delivery narrowly evades Ramos and Varane in the penalty box. Barcelona respond with a counter-attack, but Neymar fails to offer any quality. This is a very, very tense affair at the moment at Camp Nou."
75',yellow-card,"Yellow Card Luis Alberto Suárez Díaz ; Suarez picks up a yellow card for dissent, after being penalised for a shove on Varane."
74',action,"Carvajal is fed to the right byline, but Mascherano comes across to ensure that Real Madrid can only earn themselves a corner. Modric bends in the set-piece delivery, but Iniesta nods the danger into touch. Only 15 minutes remain for the league leaders to try and get back into this. Modric shoots from a tight angle on the right, but Mascherano blocks."
72',action,"Great block from Varane! Messi and Neymar play a wonderful one-two, with the latter getting into the box at real pace. He shoots with his right foot, but the Real Madrid centre-back covers across to throw himself in his opponent's path."
70',action,"Gomes finds Iniesta striding into the penalty area. The substitute shoots with a low drive from the left at a tight angle, but a toe from Carvajal directs the ball into the side netting! The corner is taken short, before an eventual delivery was nodded away by Ramos at the near post."
68',action,"Barcelona have a real confidence about themselves now. Messi helps Neymar to escape down the left, with the Brazil international chopping inside Carvajal with ease. He looks capable of bending a right-footed finish across Navas and into the back of the net, but he instead shoots over the bar! What a chance."
66',substitution,"; Casemiro is the first man to get involved off the bench for the hosts, with Isco taken off. The Spaniard kicks out in frustration at a seat on his way to sit down. Meanwhile, Ronaldo is holding his hamstring."
64',action,"Messi finds Suarez down the right-hand side, but a clipped cross from the ex-Ajax man is chested back to Navas by Carvajal. Moments later, Neymar gets down the opposite flank, but a deflected cross from the Brazilian is hooked away from the danger area by Varane."
62',action,"Barcelona are looking confident and are zipping possession around with some tempo and urgency. The home fans are making plenty of noise, and the turn of Iniesta is a welcome boost. James, Casemiro and Asensio are out warming up for the away side, who have half an hour left to turn this one around."
60',substitution,"; Rakitic makes way in midfield for the home side, with Iniesta returning to the field after a lengthy injury lay-off."
59',action,"Great defending from Alba! Kovacic goes on a great run down the left, before feeding a pass into Ronaldo. The Portuguese drops a shoulder and drifts infield, before finding Benzema with an incisive ball into feet. The Frenchman turns well, but Alba covers across to make a brilliant intervention."
57',action,"Barcelona are looking a lot more dangerous and can cause problems on the counter. Messi tries to slide a neat throughball into the path of Suarez, but Navas is off his line in a flash to push the ball onto the striker's shin and behind for a goal-kick."
55',action,"Marcelo drives down the left-hand side and gets to the byline well, but Sergi Roberto blocks a cross and turns it behind for a corner. Real Madrid take it short, with the Brazilian then denied by the Barcelona right-back again. Zidane's men need to respond, and they're looking to do just that."
53',goal,"Goal Luis Alberto Suárez Díaz ; GOOOOOOOAL! SUAREZ MAKES IT 1-0! The free-kick is whipped in from the left-hand side, which Suarez manages to meet and glance home with his head. He glances a finish into the bottom-right corner, with Navas having no chance from such close-range. What a huge goal that could be!"
53',assist,Assist Neymar da Silva Santos Junior ; Neymar earns a free-kick and then bends in a great delivery to provide the service to Suarez.
52',action,"Over from Ronaldo! The Portugal international is picked out by a ball in from the right-hand side, but can only fire a half-volley wildly above the crossbar from a very tight angle. Barcelona respond with an attack of their own, with Neymar earning a free-kick from Varane."
50',action,"Ronaldo is caught offside on the far side for Real Madrid, although it appeared that Alba might have been playing the Portuguese on. Zidane will be pleased that his team are defending well, and posing an occasional threat on the break. His gameplan is working."
48',action,"Important block from Isco! Messi clips a pass into Suarez at the left byline, but a ball into the box from the Uruguayan is cut out by the Real Madrid man before Neymar can react. The set-piece is whipped in, but Messi is beaten to it easily. Good start for the hosts!"
46',action,"We are back underway in the second half at Camp Nou! A tight first half ended goalless, but there is still plenty of time for both of these sides to find a breakthrough. These last 45 minutes could prove decisive in the La Liga title race."
