,action,"Thanks for joining our commentary this afternoon. Until next time, goodbye."
,action,"Watford move above Everton in the Premier League into seventh place, which highlights just how tight the table is this season, with very little separating the sides in the lower half."
,action,"A brace from Stefano Okaka ends a run of back-to-back defeats for Watford to fire them to the three points this afternoon over Everton. Romelu Lukaku scored a twice for The Toffees, but it was not enough for them as they make it 1 win in 10 matches now in the Premier League to increase the pressure on Ronald Koeman."
,action,FULL-TIME: WATFORD 3-2 EVERTON
90'+6',action,THAT'S IT! THE REFEREE ENDS THE CONTEST.
90'+5',action,"The Spaniard sends the ball deep into the box, but Gomes comes off his line to clear the danger by punching the ball clear."
90'+5',action,There will be one last chance for Everton as Lukaku is brought down just inside the Watford half. Deulofeu will deliver the cross.
90'+4',action,"Everton work their way out of their own box and Lukaku collects a short pass from Valencia before sending the ball into the area, but the attack is halted for a handball against Coleman."
90'+3',substitution,; Kabasele replaces Zuniga for the final two minutes of the contest.
90'+2',action,"Deeney does his best to take time off the clock by running the ball into the corner, frustrating the Everton defence."
90',action,There will be four minutes of added time.
90',action,"SAVE! Barkley curls his effort over the wall and on target, but Gomes watches the ball safely into his hands."
89',action,Valencia is caught on the edge of the box and Everton have a free-kick in a very dangerous position. Barkley will take the set-piece.
88',action,"CHANCE! Lukaku collects in the left inside channel and blasts the ball across the face of goal. Gomes cannot gather the ball and he fumbles it inside the six-yard box, but there's no blue shirt there to pounce on the loose ball."
86',assist,Assist Aaron Lennon ; Lennon produces an excellent cross to pick out Lukaku in the middle to bring the visitors back into the contest.
86',goal,Goal Romelu Lukaku Menama ; GOAL!!!! LUKAKU BRINGS EVERTON BACK TO LIFE! The Toffees are not out of this one just yet as Lukaku latches on to Lennon's pinpoint cross from the left flank and unmarked steers his header into the bottom corner. Game on!
85',action,"WIDE! Lennon cuts in from the flank and delivers a hanging cross to the back post for Valencia to attack. The striker makes contact with a decent attempt, but it fails to test Gomes, travelling wide of the post."
83',action,"CHANCE! Deulofeu sends a low cross towards the near post, but where Okaka succeeded in the first half, Lukaku fails as his backheeled effort goes wide of the post."
83',substitution,; Baines makes way for Lennon.
82',action,"Holebas makes a break in the final third and tries to get between Williams and Coleman, but goes down under little contact and the referee dismisses his claims for a penalty."
81',substitution,; Okaka makes away after an excellent display and is replaced by Watson to tighten things up at the back.
80',action,"SHOT! Valencia raids towards the edge of the box and opens up space to shoot on his right foot, but his effort lacks the curl needed to find the top corner, drifting just wide of the post."
78',action,"Deulofeu and Barkley combine in the final third, but as the England man shoots at goal two yellow shirts come across to divert his effort behind for a corner."
77',action,"Barkley's struggles are highlighted as the ball drops to him on the edge of the box from the resulting corner, but he completely scuffs his shot on his attempted strike, while his efforts to regain possession prove to be futile."
76',action,"Everton work the ball well into the Watford box as Deulofeu picks out Valencia in the left inside channel. However, the forward takes a poor touch and allows Prodl to clear it behind for a throw-in."
74',yellow-card,Yellow Card José Holebas ; Holebase goes into the book for time-wasting.
73',action,"Mazzarri is urging calm from his side to take the pace out of the game. They have been excellent for the majority of the contest, but they cannot afford to give Everton a sniff here."
71',substitution,; Mirallas makes way for Valencia for the visitors.
70',action,Everton are exposed at the back due to the numbers they are committing forward and only good clearing headers from Funes Mori and Coleman prevent Okaka breaking in behind their defensive line.
68',action,"The Toffees are pushing men forward here now and Coleman makes a another surge down the right, but the home side manage to clear his low cross into the box."
66',action,"Coleman sends a dangerous low cross towards the near post for Lukaku's run, but the striker is well marked by Prodl and his strike cannons off the defender and on to his legs to go out for a goal-kick."
64',substitution,; Barkley replaces Gueye for the visitors.
64',assist,Assist José Holebas ; Holebas produces another excellent set-piece and Okaka delivers his second goal of the game.
64',goal,Goal Stefano Okaka Chuka ; GOAL!!!! OKAKA NOTCHES HIS SECOND! Watford take complete control of the game as Okaka makes an excellent run to the near post and gets above Barry to power his header from Holebas' cross beyond the reach of Steklenburg and over the line before Baines can clear.
63',action,"CHANCE! Amrabat swings the ball into the box deep to the back post for Britos. The defender is unmarked and heads his effort into the ground, but Steklenburg just gets his fingertips on the ball to turn it behind."
62',yellow-card,Yellow Card Leighton Baines ; Baines wipes out Amrabat in his bid to clear a loose ball and heads into the book. Everton now have another set-piece to deal with.
61',substitution,; Janmaat replaces Guedioura for the home side.
59',assist,"Assist José Holebas ; Holebas produces an excellent cross from the left, which is converted expertly by Prodl to hand Watford the lead."
59',goal,Goal Sebastian Prödl ; GOAL!!! PRODL PUTS WATFORD AHEAD! The Austrian defender makes no mistake this time as he makes a good run towards the edge of the six-yard box and nods Holebas' pinpoint cross past a stranded Stekelenburg from close range.
58',action,"OVER! Amrabat sends the ball in from the right flank and Prodl rises highest in the box, but he can only power his header over the bar."
57',action,"Barry always seems to be walking a tight line on the disciplinary rope and he barges over Zuniga on the right flank, but the referee only awards a free-kick."
55',action,Lukaku draws the ire of his team-mates as he fails to check his run at the back post and is caught offside from Baines' cross from the left. Sloppy play from the forward.
54',action,"The Toffees keep the pressure on and Gueye has space and time to lift the ball over the top of the Watford defence for Lukaku, but Britos clears the danger with ease."
52',action,"Deulofeu and Mirallas are not on the same page in the final third as the Belgian makes a run towards goal, but his team-mate knocks his cross towards the penalty spot, allowing the home side to clear the danger."
50',action,"Deulofeu raids into space down the flank and has options in the middle, but he can only fire the ball straight into Gomes' hands."
48',action,"Everton have made a bright start to the half and are putting the Hornets under pressure with a series of crosses into the box, but no clear cut efforts to speak of yet."
46',action,We're back underway at Vicarage Road.
,action,Behrami has an issue before we start the second half as it appears he has just been sick on the pitch. He looks ok to continue though.
,action,"The players are back out for the second half, so we should be underway shortly."
,action,"Walter Mazzarri will be pleased with his side's performance this afternoon bar their lapse of concentration for the goal, but they have been asking the visitors plenty of questions. In the other dugout Everton have been fairly toothless apart from the clinical edge displayed opening the scoring, which will concern Ronald Koeman."
,action,"It's all square at the break in the Premier League clash between Watford and Everton. Romelu Lukaku scored his first goal in five league matches to hand the Toffees an early lead, but the home side responded by dominating the final 20 minutes of the half and were rewarded when Stefano Okaka equalised."
,action,HALF-TIME: WATFORD 1-1 EVERTON
45'+2',action,The referee ends the first half at Vicarage Road.
45',action,There will be two minutes of added time.
44',action,"A miscommunication between Holebas and Gomes almost allows Deulofeu to pounce, but the Watford left-back just does enough to stop the winger's progress in the inside right channel."
42',action,"CHANCE! Deeney should put the home side ahead, but he fails to connect at the back post from Guedioura's delightful cross into the box. Coleman jumped ahead of him and just appeared to put the Watford skipper off, although it goes down as a chance spurned."
40',action,"Amrabat is causing havoc on the right flank and McCarthy almost makes an error taking the ball back into trouble, but the Hornets cannot capitalise on the loose ball in the box."
