,action,"FULL-TIME! Atletico drop two points in the title race, in what has turned out to be a fantastic weekend for Real Madrid. Simeone's men draw 0-0 with Espanyol at home, and fail to capitalise on Barcelona and Sevilla dropping points in La Liga earlier today. Quique Sanchez Flores' men keep up their good form, but their gain is most certainly Los Colchoneros' loss. That's all that we have time for, we hope to see you again next time."
90'+2',action,"Diop clears a cross in from the left-hand side by Filipe Luis, with Espanyol getting deeper and deeper. Tackles are flying in on the periphery of the penalty area, as Flores' men look to dig in and grind another result out."
90'+1',action,There are four minutes of stoppage time at the Vicente Calderon.
90',action,"Atletico win a corner on the right-hand side, but it is cleared behind for a second set-piece. The successive ball into the box is intended for Godin, but Espanyol manage to get the danger away. Caicedo tries to lead a break, and releases Hernan Perez down the left, with an eventual delivery blasted over at the back post by Salva Sevilla."
88',yellow-card,Yellow Card Diego Roberto Godín Leal. Godin gets a yellow card in the dying minutes for Atletico.
88',action,"What a save from Diego Lopez! Griezmann is denied by the referee's whistle anyway, but the goalkeeper wasn't to know. The Frenchman rattled a half-volley goalwards, which was tipped onto the crossbar from close-range by the former Real Madrid shot-stopper. It just isn't the home side's night, it seems!"
87',action,"Espanyol tries to break upfield, but Caicedo is penalised for a foul on Koke, with Atletico pushing forward relentlessly. Play is opened out to the right-hand side, but Correa sees a delivery charged down. The away side are desperately defending to hold onto a share of the spoils."
85',action,"What a chance for Griezmann! The France international is picked out by a great cross from the left-hand side, but guides a close-range shot straight down Diego Lopez's throat. He hides his face under his shirt, he knows that should have been 1-0."
83',substitution,"Substitution sub-out Kevin Gameiro sub-in Saúl Ñíguez Esclapez . Saul is introduced for the last five minutes or so, with Gameiro withdrawn. The home fans aren't quite sure how to react to that change."
82',action,"Correa gets to the right byline and clips a cross into the box, but Gameiro can only guide an effort wide of the target. There is then a stoppage in play, as Diop goes down in a heap after colliding with a teammate. Sevilla appears to have hurt his teammate."
81',action,"Correa goes down in the box and looks for a penalty, but the referee isn't interested and it appeared that the Argentine substitute went down very easily indeed. Espanyol break down the right in response, but Salva Sevilla opts to be patient and play backwards, rather than risk losing possession high upfield. Flores' men look happy to take a point home with them."
79',action,"Griezmann gets to the left byline and plays a neat back-heel into the penalty area, but Espanyol clear. Gameiro espcares down the same flank moments later, and jinks into the box, but the Frenchman can't get a shot away."
77',substitution,"Substitution sub-out Gerard Moreno Balaguero sub-in Felipe Salvador Caicedo Corozo . Gerard Moreno takes his leave too, as Quique Sanchez Flores looks to wind down the clock. Felipe Caicedo comes into the game up top."
76',substitution,"Substitution sub-out Leonardo Carrilho Baptistão sub-in Salvador Sevilla López . Baptistao takes his leave for the hosts, with Salva Sevilla given the last 15 minutes to impress."
75',yellow-card,"Yellow Card Gerard Moreno Balaguero. Gerard Moreno gets a yellow card for a very late tackle on Godin, and he can have no complaints."
75',action,"A cross is whipped into the penalty area from deep by Godin, with Griezmann the target, but Diego Lopez comes off his line to collect. The hosts just can't seem to figure out the best way to break down an Espanyol side who are keeping things tight in between their lines."
73',action,"Gameiro cuts in from the left-hand side and finds the feet of Correa, but the substitute's shot from 20 yards out is blocked easily. Simeone's men are dominating the ball and calling the shots, but still the hosts can't seem to find a way through this Espanyol rear-guard."
71',substitution,Substitution sub-out Yannick Ferreira Carrasco sub-in Ángel Martín Correa . Simeone shakes things up by replacing Carrasco with Correa for the final 20 minutes.
70',action,"Juanfran and Carrasco combine down the right-hand side, but a low, drilled cross from the former is turned behind by a combination of Reyes and Diego Lopez. Griezmann was very close to nipping ahead of the Mexican! Atletico maintain their pressure, with a delivery curled in from the left, but Gimenez heads a long way wide of the target."
68',substitution,"Substitution sub-out Tiago Cardoso Mendes sub-in Osvaldo Nicolás Fabián Gaitán . Tiago takes his leave, with the more offensively-minded Gaitan introduced."
68',action,"Atletico are moving the ball around and probing for a gap, but they aren't playing with a high enough tempo to cause real danger. Juanfran is found overlapping down the right-hand side, but his cushioned ball square across the box is turned behind for a corner. The hosts whip the set-piece in, but Diego Lopez claims over Godin."
66',action,"Great save from Diego Lopez! The Espanyol goalkeeper gets down to his right-hand side brilliantly to parry a shot from Gabi away, with Griezmann only able to fire an effort from the rebound wide of the far post from a tight angle. That is the best opportunity that Atleti have had this evening."
64',action,"Victor Sanchez gets down the right-hand side and tries to bend a cross in towards the near post, but Oblak is able to claim very easily. Both of these teams are trading blows, but none are really landing. Some fresh legs and ideas from the bench might be required to settle this one."
62',action,"Carrasco gets to the edge of the penalty area, but bends a terrible effort high and wide, leaving Griezmann frustrated with his decision-making. Atletico are really struggling to find their way through, but Espanyol may come to rue missing two great chances in this game. Half an hour remains for a breakthrough goal."
60',action,"Godin goes down in the penalty area, after climbing all over his man, but the referee thinks that it is a case of both players being more bothered about their opponent than the ball itself. Gabi tries to feed Juanfran down the right flank, but Aaron intercepts. Espanyol counter and Baptistao goes through one-on-one, but Oblak makes a great stop!"
