,action,"What an end to an excellent game! Milan looked dead and buried when Inter went 2-0 up, but they showed great grit and determination to fight back and leave with a well-earned point thanks to a contentious late equaliser. The goal was scored almost two minutes after the alotted time had come to an end, and that will surely feature in Stefano Pioli's post-game interview."
,action,FULL-TIME: INTER 2-2 MILAN
90'+7',assist,"Assist Carlos Arturo Bacca Ahumada. Locatelli did really well to beat his man in the air before setting up Zapata, but the Inter players are absolutely fuming. The goal was scored deep into the 97th minute, despite the referee only awarding five extra minutes."
90'+7',goal,"Goal Cristian Eduardo Zapata Valencia. GOAL! Milan have equalised with the last minute of the game! The Rossoneri are presented with one last opportunity to fire the ball into the box after Deulofeu wins them a corner over on the right wing. It's swung into the penalty area and finds Locatelli, who nods the ball over to Zapata and sets up the defender to fire a shot over the line off the underside of the crossbar. Crazy!"
90'+6',action,"Biabiany almost makes it 3-1! The resulting free-kick is fired down the left wing, where it finds Eder. The forward cuts inside and along the box before teeing up Biabiany, whose thumping strike flies a few yards over the top of the crossbar. That should be that for Inter."
90'+5',yellow-card,"Yellow Card Manuel Locatelli. Ouch! Milan desperately push forward on one last attack, but it's brought to an end by Nagatomo. The Japanese defender tries to clear the danger but is clattered into by Locatelli, who receives a booking for a high and dangerous challenge."
90'+3',yellow-card,"Yellow Card Roberto Gagliardini. Gagliardini flies into a challenge over on the left flank and gives away a free-kick in a dangerous position. It's swung into the penalty area and finds Zapata in front of goal, but the centre-back's downward header is easily stopped by Handanovic."
90'+2',action,"De Sciglio breaks down the right wing on a purposeful run before threading a lovely ball into the Inter penalty area and towards Suso, but the Spaniard is unable to reach it after being beaten to the pass by Joao Miranda, who then shepherds the ball out for a goal-kick."
90'+1',substitution,Substitution sub-out Antonio Candreva sub-in Jonathan Ludovic Biabiany . Candreva makes way for Jonathan Biabiany in a late alteration for the Nerazzurri.
90',action,The fourth official has indicated that there will be five minutes of added time.
89',action,"Huge chance for Eder to wrap up the win! After dealing with the danger, Inter break away on a blisteringly quick counter-attack. Eder charges down the right wing and cuts inside before trying to set up Icardi, but his pass is poor and deflects off a defender before hitting his hand, resulting in a free-kick."
88',action,"Plenty of Milan players fly down the right flank as each try to swing a cross into the penalty area, but they have to settle for a free-kick in a dangerous position. Suso steps up and curls a cross towards a group of white shirts, but Handanovic darts out to deal with the danger with a strong punch."
86',yellow-card,Yellow Card Samir Handanovič. Handanovic becomes the latest player to enter the referee's book for dissent.
85',action,It's all Milan as they continue piling forward in search of an equalising goal. Inter now have almost every available player behind the ball as they desperately try to hold on to a lead that's now looking slender and shaky.
83',assist,"Assist Jesús Joaquín Fernández Sáez de la Torre. It's been a really tough day for Suso, who has largely lost out to Nagatomo, but the Spaniard did really well there to set up Romagnoli. Can Milan go on to find an equaliser?"
83',goal,"Goal Alessio Romagnoli. GOAL! Milan have pulled one back! Suso, who has had a tough time this afternoon, twists and turns over on the right wing before swinging a cross into the box and over to Romagnoli, who sticks out a foot and pokes a volleyed shot into the bottom right-hand corner of the net. Game on!"
81',action,"Ocampos is quickly able to get involved in the game before he fires in a dangerous cross from the left flank, but, not for the first time today, Medel is there to skip in front of Bacca and beat the Colombian to the ball at the vital moment."
