,action,"The FA Cup holders are out of the competition as Chelsea progress to the semi-finals and book themselves a place at Wembley. Ander Herrera's first-half sending off gave United a huge task and they never really looked like coming out of the match with a positive result. Antonio Conte's men march on in search of a double, while Jose Mourinho's only realistic chance of silverware this term is now the Europa League."
90'+5',action,FULL-TIME!
90'+4',substitution,"Substitution sub-out Diego Da Silva Costa sub-in Michy Batshuayi Tunga . Final Chelsea change now, as Batshuayi is put on for Costa."
90'+3',action,"SAVE! Chelsea catch United on the break and Fabregas is teed up on the edge of the box. He drills the ball towards goal, but De Gea palms it away. Hazard sets up for a second bite, only for Rojo to lunge in and block"
90'+1',action,"Good play by Rashford, as he runs at Azpilicueta and gets in behind him with a clever touch. His low delivery is blocked in the box by Cahill, though."
90',action,"United finally look to be pushing men forward, but they've surely left it too late, as Fellaini heads the ball on to Pogba and a weary first touch puts the ball behind for a goal-kick. The Frenchman has been so poor today."
89',substitution,"Substitution sub-out Victor Moses sub-in Kurt Zouma . Moses makes way for the final few minutes, with Zouma on in his place."
87',yellow-card,"Yellow Card Diego Da Silva Costa. The yellow card makes another appearance, this time for Costa, who goes in hard on Jones after the ball had gone. A blatant booking."
85',action,"Good block by Valencia. Chelsea get into the left side of the box and have United on the ropes, with Hazard sliding a low ball into the danger zone. But the Ecuadorian is there to put it behind."
83',action,"That was surely his moment! Lingard does well to stab the ball towards the edge of the area, but Pogba scuffs a left-footed effort wide from 20 yards. So poor."
81',substitution,Substitution sub-out Ashley Young sub-in Jesse Lingard . Young has run his race and is replaced by Lingard.
81',substitution,"Substitution sub-out Willian Borges da Silva sub-in Francesc Fàbregas i Soler . First change for Chelsea now, as Willian is withdrawn for Fabregas."
79',yellow-card,"Yellow Card Ashley Young. Out comes the yellow card, with Young the one penalised for taking Moses down in cynical fashion from behind."
78',action,"The corner comes to nothing, but Chelsea stay on the front foot. Valencia is then lucky to avoid booking for wild tackle on Kante."
77',action,"That's poor from United. Young heads the ball back to De Gea, but the Spaniard refuses to dive for it with it a little off-target and they concede a corner."
76',action,"United escape! Willian does really well to beat Rojo to the ball and skip past him with a fine first touch. He then fires a teasing ball into the danger zone, but Costa can't get enough on it."
74',action,"That's a hefty tackle from Valencia, as he scythes down Hazard after he'd cut inside. The right-back escapes a booking, though."
72',action,"The corner is dealt with by United, as it flicks off Rojo and goes clear on the left. Moses darts back in and skips past one tackle, before Jones halts him. A third corner is won, but it comes to nothing."
70',action,"Excellent play by Kante, as he skips beyond Fellaini on the right and clips a cross into the box. Costa is lurking, but Jones gets there to head behind for a corner."
67',action,"Costa is displaying some amateur dramatics again. He latches on to a pass before being called offside, and then he crumples to the floor in dramatic style after Rojo bumped into him. The referee isn't having any of it and tells him to get up."
65',action,"Fine tackle! Pogba doesn't do well on the edge of the box, as he makes a feeble attempt to halt Costa. But Rojo slides in and steals the ball back in expert fashion."
63',action,"CLOSE! Good play by Chelsea, as they work the ball well across the edge of the box. Eventually Kante shapes to shoot and passes to Willian, whose first-time curling effort goes agonisingly wide of the top-right corner."
61',action,"United are now caught on the break. Kante surges forward and plays Matic in to the left side of the box. He clips the ball to the back post, but Willian's effort is blocked by Rojo. Costa then heads a great chance wide from the resulting corner."
59',action,"ALMOST! Brilliant from Rashford. The forward latches on to a hopeful ball up and beats Cahill to it. He then runs at the defender and turns him inside-out, before seeing a left-footed effort saved by Courtois. Great play, but he should have scored."
57',action,"Mourinho needs to change things now. United haven't looked like worrying Chelsea in the slightest since Herrera's dismissal and, as it stands, the holders are heading out of the FA Cup."
55',action,"Respite for United now, as Willian miscontrols the ball near the corner and concedes a goal-kick."
53',action,"United attempt to get themselves an immediate response, but a free-kick comes to nothing as Fellaini is penalised for pushing."
51',assist,"Assist Willian Borges da Silva. A pretty simple assist from Willian, but he showed good awareness to pick the Frenchman out on the edge of the box. It was all Kante from there, though."
51',goal,"Goal N'Golo Kanté. GOAL!!! UNITED'S RESISTANCE IS BROKEN! Chelsea's build-up play is patient, as they work the ball around the edge of the penalty area and Kante fires into the bottom-left corner from 25 yards."
50',action,"Good delivery by Azpilicueta, as he crosses from a deep position and looks for Costa, but Jones tracks him and gets a block on the ball, before Rojo clears his lines."
48',action,"That was dire. Young stands over the free-kick and attempts to clip it into the box, but it doesn't even get past the area's perimeter. What a waste."
47',action,"Early free-kick to United, as Pogba and Azpilicueta battle away and a foul could have been given either way to be honest. It goes the way of the visitors, though."
46',action,Off we go for the second half at Stamford Bridge.
