,action,"That's all from us today folks, we hope you enjoyed the game!"

,action,"It's a second successive 3-1 win for Leicester, who move five points clear of the relegation places. The Foxes gained a vital victory over their relegation rivals, the hosts went behind early on, but they hit back through Fuchs, then Mahrez and an own goal seal a huge win"

,action,FULL-TIME: LEICESTER 3-1 HULL

90'+3',action,That's the full-time whistle!

90',own-goal,"Own Goal Tom Huddlestone ; IT'S 3-1! Huddlestone puts the ball into the back of his own net! Leicester have surely sealed all three points now. Albrighton whipped the corner in and Huddlestone tried to clear the ball away, but he puts the ball past Jakupovic under pressure from Huth!"

89',yellow-card,Yellow Card Tom Huddlestone ; Huddlestone is the first Hull player to be given a yellow card for a late challenge.

87',action,"Niasse hits the side netting after meeting Grosicki's cross at the far post. The Leicester keeper sees the ball go wide. Hull are getting closer, but just not close enough at the moment."

86',action,"Hull are throwing everything at Leicester at the moment, trying to go forward at every opportunity but the Foxes are doing well defensively, not allowing them any clear chances at goal."

84',save,"GOOD SAVE! Schmeichel denies Niasse at his near post. The Hull striker did well to work himself some space and take a shot at goal, but the Foxes keeper gets down well to his right to make the save. The resulting corner comes to nothing."

83',substitution,; The man who looks to have scored the winning goal is off and on in his place is Islam Slimani.

80',action,"The Foxes haven't won successive Premier League matches since April 2016, but they are on course to do that once again today, as they still lead 1-0 with ten minutes left to play."

78',substitution,"; Here comes another Hull substitution, Lazar Marković is off and Adama Diomande replacing him. Hull now have three strikers on the pitch."

77',action,Hull keep pushing forward and look threatening but once again their final ball is missing. Not long to go now for them to grab an equalising goal.

75',block,"Drinkwater slides a great ball in behind the Hull defence for Vardy to run on to, but Ranocchia gets there ahead of Vardy and makes an excellent sliding tackle to deny the England striker the chance to shot at goal."

74',action,"Excellent play by Maguire to bring the ball out of defensive and create an attack, he gets as far as the edge of the box before playing the ball to Grosicki down the left, however the cross is a poor one and Leicester are able to clear the danger."

72',action,"Despite enjoying the vast majority of possession at the moment, Hull are struggling to carve out any real chances but they are forcing Leicester to sit deeper and deeper and the hosts are starting to invite pressure on themselves."

70',substitution,"; Leicester respond by making a substitution of their own with Shinji Okazaki the man coming off, to be replaced by Demarai Gray."

68',substitution,"; Hull make the first substitution of the game and it is an attacking one, with Alfred N'Diaye coming off to be replaced by striker, Abel Hernández."

66',action,"Looks like Hull might be about to make their first substitution of the game, they need to change something if they are to get back into this game."

64',action,"Riyad Mahrez has now scored in four of his five appearances against Hull City in all competitions, though three were scored away from home, so todays goal is his first against the Tigers at the King Power Stadium."

62',save,"A huge blow to Hull who have performed well so far in the second half, having a few good chances. Grosicki has just forced Schmeichel into making a good save from a fierce free-kick. The visitors are still in this game."

59',goal,"Goal Riyad Mahrez ; GOOOAAALLL! MAHREZ! The winger has been lively all game and he beats Robertson and Maguire with his trickery, switches the ball back onto his right and fires a low shot at goal which beats Jakupovic at his near post. Perhaps the Hull keeper should’ve done better with that attempt, he doesn’t look pleased with conceding that goal."

57',action,"Simpson finds plenty of time and space so he tries his luck from long-range, his low shot is saved by Jakupovic but the Hull keeper almost spills the ball into the net!"

55',chance,"CHANCE HULL! Clucas does brilliantly to beat Ndidi after getting to the byline, he then cuts back onto his favoured left-foot and shoots at goal, but his shot lacks any real power and Leicester are able to clear. Perhaps Clucas should've played the ball to Niasse who was making a late run into the box."

54',action,"Hull are the better team at the moment, they have improved a lot from how they finished the first half. The two best chances failing to Maguire, plus they have plenty of pace going forward which is causing the Leicester defence problems."

53',action,"This is the fourth Premier League meeting between the teams, with both sides claiming one victory each in the three previous games. With Hull beating the reigning Premier League champions on the opening day of this season, back in August."

50',chance,"CHANCE HULL! Another good opportunity by the visitors at the start of this half, Maguire once again doing well in the air and getting a free header at goal, but his attempt is straight at Schmeichel, who makes a comfortable save."

49',yellow-card,Yellow Card Danny Drinkwater ; Danny Drinkwater is the first player to receive a yellow card for a blatant pull on Huddlestone in midfield.

48',action,"OFF THE POST! Maguire goes so close to giving Hull the lead again! The Tigers win a corner early on and Maguire rises highest and meets the ball well, aiming his header low towards the corner of the goal, but it goes inches the wrong side! Kasper Schmeichel had no chance."

46',action,The second half is underway!

