,action,FULL-TIME: WATFORD 0-0 MIDDLESBROUGH
90'+4',action,"Middlesbrough a launch a lofted pass up to Gestede on the edge of the Watford penalty area, but the striker is unable to reach the ball and loses out to Kaboul, who then fires it up the right flank and in search of a yellow shirt."
90'+2',yellow-card,Yellow Card Troy Deeney. And deny also receives a late yellow card for his part in the post-challenge fracas.
90'+2',yellow-card,"Yellow Card Fábio Pereira da Silva. After trudging halfway down the pitch, Fabio is also booked after receiving a stern talking to from the referee."
90'+1',yellow-card,"Yellow Card Miguel Ángel Britos Cabrera. It's all kicking off! Britos flies into Fabio and catches the Brazilian with a dangerous sliding challenge, resulting in an angry reaction from the Middlesbrough man. After a bit of pushing and shoving, the Uruguayan is eventually shown a yellow card."
90'+1',action,"Kabasele goes close! A swinging cross from Kaboul flies into the Middlesbrough penalty area and finds Kabasele in a great position in front of goal, but the Belgian is unable to beat Valdes, who denies him with a diving save to his right."
90',action,The fourth official has indicated that there will be four minutes of added time.
89',substitution,"Substitution sub-out José Holebas sub-in Juan Camilo Zúñiga Mosquera . Watford have made a late change, with Holebas making way for Juan Zuniga."
88',action,"And now Prodl goes close! The resulting corner is curled into the middle of the penalty area and finds Prodl in a wonderful position in front of goal, but the defender is unable to make decent contact with the ball and Valdes is just about able to collect it."
87',action,"Fantastic opportunity for Deeney! The captain breaks through the disjointed Middlesbrough defence before going one-on-one with Valdes, but the goalkeeper quickly closed down the striker and saves a poked shot with an outstretched leg."
86',action,"Fabio gets himself into a great position thanks to poor Holebas defending and whips a wonderful cross into the Watford penalty area, but just as it's about to reach Negredo, Prodl rises high and nods the ball away from the Spaniard at the vital moment."
84',action,"Once again, Friend breaks down the left wing on a rare run forward as he tries to get Middlesbrough into the game, but he easily loses out to Kabasele on the edge of the hosts' penalty area. It's all Watford at the moment as they continue to boss the contest."
82',action,"Cleverley hits the post! A low cross is fired into the heart of the Middlesbrough penalty area and finds Cleverley, who spins quickly and shoots only to see his effort bounce off the far post. It rolls out to Capoue, who immediately fires a follow-up shot towards goal, but his strike flies just a yard or so wide of its intended target. Watford are getting closer..."
80',action,"Gestede, who hasn't been presented with many chances since coming on, does well to wriggle away from three Watford players before shooting from 25 yards out, but his curling effort ends up clearing the top of the crossbar after beating Pantilimon."
