,action,"That's all for our live coverage, thanks for following along. Goodbye!"
,action,"Goals from Diego Costa and Gary Cahill late in each half see the Blues extend their lead atop the Premier League table to a seemingly impregnable eight points. It was far from comfortable, but it's job done in the end for Antonio Conte's side."
90'+4',action,FULL-TIME: CHELSEA 2-0 HULL.
90'+2',action,"Both teams have switched off, accepting the inevitable result here. The tempo has gone as Chelsea pass it around patiently, waiting for the clock to run out."
90',action,There will be four minutes added on for injuries and stoppages.
89',action,"This is a crucial result for Chelsea when you look ahead at their next two league fixtures, away to Liverpool and home to Arsenal. A slip up here today and their lead at the top would all of a sudden have started looking a bit more penetrable."
87',substitution,"Substitution sub-out Diego Da Silva Costa sub-in Michy Batshuayi Tunga . Costa goes off to a stirring ovation from the home fans, replaced by Michy Batshuayi for the final minutes."
85',action,"It should be signed, sealed and delivered now for Chelsea, who are playing looser once again. It's going to appear a routine victory for them on the scoresheet, but it's really been anything but this evening against a plucky Hull side."
83',action,"STAT: Chelsea are unbeaten in their nine Premier League meetings with Hull (W7 D2), keeping six clean sheets in the process."
81',assist,Assist Francesc Fàbregas i Soler. Fabregas is off the bench and into the scoresheet with an assist.
81',goal,"Goal Gary Cahill. THAT SHOULD SEAL IT! Cahill's header is tucked in at the far post, but that was all in the quality of the delivery from Fabregas, following a good bit of skill from Willian to win the free-kick. What an impact from the two Chelsea substitutes!"
79',action,"This has the feel of a game where Chelsea might just need a second goal. They certainly could use the breathing room for their own peace of mind, because it's shaping up to be a tense finish at Stamford Bridge, on what could be the perfect weekend for the Blues - otherwise it will be an opportunity missed."
77',action,"At the risk of patronising Hull, this has been a very intrepid and unflinching display from them. They've come up against the league leaders, on their turf, and are really taking it to them in this second half. You almost feel like they deserve a reward at this point."
75',substitution,Substitution sub-out Abel Mathías Hernández Platero sub-in Adama Valentin Diomande . Hull's third and final change sees Adama Diomande come on to replace Hernandez.
73',action,"STAT: Hull's only previous Premier League goal at Stamford Bridge was in August 2009, Stephen Hunt giving the Tigers the lead before eventually losing 1-2."
71',substitution,"Substitution sub-out Pedro Eliezer Rodríguez Ledesma sub-in Willian Borges Da Silva . Willian also enters the fray, at the expense of Pedro."
71',substitution,"Substitution sub-out Eden Hazard sub-in Francesc Fàbregas i Soler . A double switch here from Chelsea, the first of which sees Cesc Fabregas replace Hazard."
69',action,"Moses flings his arms up in the air rather recklessly to block Robertson's cross from coming through, which gifts Hull a free-kick out wide. The ensuing delivery is too deep, however, before Niasse's ambitious effort from a difficult angle sails miles over the bar."
67',action,"The Tigers are playing with a real discernable sense of belief here. This has been by far their best spell of the match, spurred on by the Davies substitution, which prompted a switch to a more standard back four. Niasse is also proving a good outlet on the right."
65',action,"Hull are continuing in the ascendency, as these Chelsea supporters begin to grow a bit restless. The league leaders are ahead, but it's all been rather pedestrian, if not uninspiring, from them this evening."
63',action,"This second half has been devoid of any real attacking quality. In fact, it's Hull who have produced the two best moments on the front foot since the restart, with Meyler's shot and Hernandez's penalty shout - maybe just a reason for them to believe here."
61',action,STAT: Victor Moses is the seventh different player to assist Diego Costa in the Premier League this season. It was his first Premier League assist at Stamford Bridge since May 2013.
59',substitution,"Substitution sub-out Curtis Davies sub-in El-Hadji Baye Oumar Niasse . Oumar Niasse, who made his home debut last weekend against Bournemouth, comes on to replace the injured Davies."
58',action,"Play resumes without Davies, as Hull don't have a substitute prepared yet. This is proving a bit of a nightmare for Marco Silva, who's being forced into a second change of the match as a result of injury."
56',action,"Davies has a problem now for Hull, as he goes down with what appears to be a hamstring injury, before signaling over to the touchline as if to indicate he needs to come off."
54',action,"Courtois called into action for a second time this evening! He hasn't been the busiest of keepers, but that's two important saves now, this one to deny Meyler's effort from just outside the area."
