,action,"Bobby Madley brings things to a halt at Stamford Bridge, with Chelsea going nine points clear at the top of the table (for now) and securing a record-breaking 13th successive Premier League win in a single season. Stoke gave a good account of themselves at times, but Conte's men simply had too much for them."
90'+3',action,FULL-TIME!
90'+2',action,"Good play by Chelsea as they seek a fifth. Matic's low ball into the area almost finds Chalobah by the far post, but it sails through for a goal-kick instead."
90',action,There will be three minutes added on here.
88',action,"Chelsea are just looking to see things out now. Although they've not been at their very best today, you have to applaud their ability to respond to set-backs."
86',yellow-card,Yellow Card Charlie Adam. Adam is the latest player to get booked after a cynical foul in the middle.
85',goal,"Goal Diego Da Silva Costa. GOAL!!! COSTA WRAPS IT UP! The Spaniard bullies Martins Indi in the area, barging into him while shielding the ball, before spinning and firing past Grant. Excellent play!"
84',substitution,Substitution sub-out Willian Borges Da Silva sub-in Nathaniel Chalobah . Substitution  sub-out Willian Borges Da Silva sub-in Nathaniel Chalobah
83',action,"Poor from Hazard, as his corner delivery fails to beat the first man. The Belgian hasn't had a great day today."
82',substitution,"Substitution sub-out Victor Moses sub-in Branislav Ivanović . Off goes Moses now, with Ivanovic taking his place."
81',action,"Stoke are back on the attack now. They make good ground up the right flank, as Johnson flashes the ball across the face of goal. Crouch looks destined for a tap-in, but Azpilicueta brilliantly gets a toe on it to divert it away."
79',action,"That's a crude tackle from Adam, as he catches Alonso in midfield. He escapes a booking, though."
77',action,"Great play by Hazard, who has been much better in the second half. He darts up the left and feeds Costa into the box, with the Spaniard slicing a left-footed effort just over."
75',action,"Stoke make ground up the right flank, with Diouf getting into the box and seeing a low cross deflected behind by Cahill."
73',substitution,"Substitution sub-out Francesc Fàbregas i Soler sub-in Nemanja Matić . Switch for the hosts now, as Fabregas makes way for Matic, who is one booking away from a suspension."
72',action,Chelsea have done well to keep Stoke quiet in the last few minutes. Conte's men are the ones doing all the pushing here. They are desperate to put this beyond Stoke.
70',yellow-card,Yellow Card Mame Biram Diouf. Diouf joins Alonso in the book just after the Spaniard following their little tussle.
70',yellow-card,"Yellow Card Marcos Alonso Mendoza. Two bookings now, as Alonso and Diouf clash and referee Bobby Madley sanctions both."
69',action,"Willian is everywhere at the moment. He races through the middle and prods a pass through towards Hazard in the box. The pass takes a deflection and comes back to the Brazilian, whose eventual effort is snatched at and it goes well wide."
67',action,"They may already have their lead once again, but Chelsea are still on the hunt for more goals."
65',assist,"Assist Francesc Fàbregas i Soler. Great run and pass by Fabregas, as he releases Willian into the box for his second assist of the day."
65',goal,"Goal Willian Borges Da Silva. GOAL!!! CHELSEA ARE AHEAD AGAIN! Fabregas does well, breaking into the final third and he slips a nice pass into the right side of the box for Willian, who blasts into the top-right corner in emphatic fashion."
64',assist,"Assist Mame Biram Diouf. Great play by Diouf, who offered an outlet and supplied a fine assist for Crouch with a controlled ball."
64',goal,"Goal Peter Crouch. GOAL!!! STOKE ARE LEVEL! Bojan makes an instant impact, as he links with Crouch and then, thanks to a little luck, the ball breaks kindly to him again. He feeds Diouf into the area and he squares across the goal for Crouch to apply an easy finish. What a game."
63',action,"Half chance for Chelsea now, as Moses receives the ball just outside the area and shoots well over."
62',substitution,"Substitution sub-out Ibrahim Afellay sub-in Gilbert Gianelli Imbula Wanga . Afellay's day comes to an end, with the powerful Imbula coming on in his place."
61',substitution,"Substitution sub-out Xherdan Shaqiri sub-in Bojan Krkíc Pérez . First switch for Stoke, as the ineffective Shaqiri comes off and is replaced by Bojan."
59',yellow-card,"Yellow Card Francesc Fàbregas i Soler. That's a naughty tackle from Fabregas, as he takes Allen out a little late and picks up a booking."
57',assist,"Assist Eden Hazard. Brilliant assist for Hazard, as he casually cushions the ball to Willian, who provides a fine finish."
57',goal,Goal Willian Borges Da Silva. GOAL!!!! CHELSEA RESTORE THEIR LEAD! Moses does well out wide and turns Pieters inside-out before fizzing a low ball into the danger zone. Hazard cushions the ball into Willian's path and his slams a left-footed effort beyond the helpless Grant.
57',action,"Now Hazard threatens, as he pops up in the right side of the area behind Martins Indi and smashes the ball across the face of goal, only for Johnson to hack it clear."
56',action,"The free-kick is worked short and Moses picks it up on the right flank. His cross is well blocked, though."
55',action,"Shawcross is lucky to escape a booking there, as he crashes into Costa who had already beaten him with a lovely touch."
54',action,"Excellent play by Costa. He receives a clever pass into the area by Hazard, before darting between two defenders and drilling the ball low and hard into the danger zone. Grant does well to push it away, though."
53',action,"Fabregas' free-kick delivery is poor, but he gets another stab with a corner, which is better. Grant punches it clear as far as Moses, who manages to tee Willian up on the edge of the area and his controlled shot goes just wide."
51',action,"Clumsy tackle by Shaqiri, as the Swiss star barges into Kante and sends him tumbling towards the left flank."
50',action,"Things briefly look encouraging again for Stoke, as Adam wins an aerial 50/50 and then passes to Crouch, but his attempt to find Shaqiri gifts possession back to Chelsea."
48',action,"Chelsea are straight back on the attack and Willian causes panic in the Stoke defence, before sending a low drive just wide of the bottom-right corner."
46',goal,"Goal Bruno Martins Indi. GOAL!!! STOKE ARE LEVEL! Within a minute of the re-start the visitors restore parity. Adam's fine free-kick delivery finds Crouch, who heads across the face of goal and Martins Indi steers into the bottom-left corner."
46',action,Off we go for the second half.
,action,"Referee Bobby Madley brings the first half to a close at Stamford Bridge, with Chelsea 1-0 up. Stoke began quite brightly and made themselves a threat, but the hosts got to grips with them and probably just about deserve to be ahead. Plenty more to come from this in the second half, though."
45'+1',action,HALF-TIME!
45',action,There will be a minute added on here.
43',action,"Fabregas' delivery is blasted towards the back post towards Luiz. Diouf gets to it and heads away, before finding himself barged in the back by Luiz."
42',action,"Another free-kick for Chelsea now, this time by the left corner of the penalty area. Fabregas stands over it. Can Chelsea get a second just before the break?"
40',action,"What a waste! Chelsea win a free-kick just outside the Stoke area, but Costa takes charge ahead of Hazard and Willian and sends his effort well over. I don't think he'll have a leg to stand on next time after that!"
38',action,"The home side has responded well to Stoke's period of pressure, surviving and then really driving home their superiority. They are well on top at the moment."
36',action,"Chelsea come back for more now, as Moses races forward and then passes to Willian. The Brazilian appears caught in two minds and eventually his effort doesn't appear to be a cross or shot, as the ball rolls behind for a goal-kick."
34',assist,"Assist Francesc Fàbregas i Soler. Excellent corner delivery from Fabregas, laying it on a plate for Cahill."
34',goal,"Goal Gary Cahill. GOAL!!! CHELSEA HAVE THE LEAD! Fabregas' powerful, flat delivery from the corner is thumped in towards the near post and Cahill meets it with an emphatic header which flies past Grant."
33',action,"What a save! Brilliant pass up from the back by Luiz, who finds the run of Costa. He brings the ball down excellently, beating Shawcross in the proces. Grant does well to rush out and get a touch, before then saving sensationally from Hazard's rebound. Corner to Chelsea."
